node_id,node_type,name,class,sentience_level,role_type,event_type,artifact_type,org_type,status,source
ENTITY:LOBBYIST_CORP,ENTITY,Lobbyist,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:INTERNAL_AUDITOR_CORP,ENTITY,Internal Auditor,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:BLACK_CLINIC_SURGEON_CORP,ENTITY,Black Clinic Surgeon,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:CORP_SHRINK_CORP,ENTITY,Corp Shrink,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:SECURITY_DRONE_OP_CORP,ENTITY,Security Drone Op,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:EXECUTIVE_PA_CORP,ENTITY,Executive PA,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:DATA_FORTRESS_ARCHITECT_CORP,ENTITY,Data Fortress Architect,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:MERGER_HITMAN_CORP,ENTITY,Merger Hitman,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:BOARDROOM_SHARK_CORP,ENTITY,Boardroom Shark,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:SLEEPER_AGENT_CORP,ENTITY,Sleeper Agent,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:LEGAL_INTERN_CORP,ENTITY,Legal Intern,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:CORPO_DRIVER_CORP,ENTITY,Corpo Driver,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:_CORP,ENTITY,---,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:INSTRUCTIONS_CORP,ENTITY,**Instructions:**,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:_COPYPASTE_DIRECTLY_INTO_YOUR_CORP_NPC_TEMPLATESTSV_CORP,ENTITY,- Copy/paste directly into your `corp_npc_templates.tsv`.,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:_EVERY_ROW_IS_SYSTEMATIZED_AND_CANONALIGNEDSTATLINES_QUIRKS_AND_ENCOUNTER_HOOKS_FOR_DROPIN_PLAY_CORP,ENTITY,"- Every row is systematized and canon-aligned—statlines, quirks, and encounter hooks for drop-in play.",PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:_EXPAND_OR_REPLACE_ENTRIES_WITH_YOUR_OWN_FOR_SPECIFIC_MEGACORPS_OR_SPECIAL_OPS_AS_NEEDED_CORP,ENTITY,- Expand or replace entries with your own for specific megacorps or special ops as needed.,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ENTITY:SAY_NEXT_FOR_THE_NEXT_MISSING_NPCCONTACT_TABLE_NPC_DIRECTORYTSV_OR_SPECIFY_ANOTHER_FILECATEGORY_TO_GENERATE_OR_EXPAND_CORP,ENTITY,"Say **“next”** for the next missing NPC/contact table (`npc_directory.tsv`), or specify another file/category to generate or expand.",PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORP_NPC_TEMPLATES]
ARTIFACT:TECHIE_S_DELUXE_TOOL_ROLL,ARTIFACT,,,,,,,,,"Chromebook 2, p.14"
ARTIFACT:FIELD_DIAGNOSTIC_KIT,ARTIFACT,,,,,,,,,"Chromebook 1, p.14"
ARTIFACT:PORTABLE_REPAIR_KIT,ARTIFACT,,,,,,,,,"Chromebook 1, p.14"
ARTIFACT:SAF_T_BLADE_UTILITY_CUTTER,ARTIFACT,,,,,,,,,"V3.0 Core, p.197"
ARTIFACT:FRANCESCA_TECHSCANNER,ARTIFACT,,,,,,,,,"Chromebook 3, p.7"
ARTIFACT:PROFIELD_TECH_ANALYZER,ARTIFACT,,,,,,,,,"Chromebook 4, p.21"
ARTIFACT:NANOTORCH_FINGERTIP_LIGHT,ARTIFACT,,,,,,,,,"V3.0 Core, p.197"
ARTIFACT:TELECTRONICS_MICROMANIPULATOR_RIG,ARTIFACT,,,,,,,,,"Chromebook 3, p.3"
ARTIFACT:AUTOWELD_MINITORCH,ARTIFACT,,,,,,,,,"V3.0 Core, p.197"
ARTIFACT:TASKER_MULTI_TOOL,ARTIFACT,,,,,,,,,"V3.0 Core, p.197"
ARTIFACT:FASTPATCH_SELF_ADHESIVE_TAPE,ARTIFACT,,,,,,,,,"V3.0 Core, p.197"
ARTIFACT:FLEXKEY_COMBO_TOOL,ARTIFACT,,,,,,,,,"V3.0 Core, p.113"
ARTIFACT:NANOMEND_FLEX_PATCH,ARTIFACT,,,,,,,,,"V3.0 Core, p.197"
ARTIFACT:NANOBUFF_UTILITY_SPONGE,ARTIFACT,,,,,,,,,"V3.0 Core, p.195"
ARTIFACT:CLIPMATE_TOOL_STRIP,ARTIFACT,,,,,,,,,"V3.0 Core, p.113"
ARTIFACT:FLEXGUARD_UTILITY_BAND,ARTIFACT,,,,,,,,,"V3.0 Core, p.113"
ARTIFACT:CLIPSNAP_TOOL_HOLDER,ARTIFACT,,,,,,,,,"V3.0 Core, p.113"
ARTIFACT:ULTRASTRAP_MULTITOOL_BELT,ARTIFACT,,,,,,,,,"Chromebook 4, p.13"
ARTIFACT:NANOTORCH_FINGERTIP_LIGHT_1,ARTIFACT,,,,,,,,,"V3.0 Core, p.197"
ARTIFACT:ADJUVANT_ARC_FURNACE,ARTIFACT,,,,,,,,,"Chromebook 3, p.3"
ARTIFACT:SKYEYE_MICRO_DRONE,ARTIFACT,,,,,,,,,"Chromebook 4, p.29"
ARTIFACT:MISTER_MICRO_MAINTENANCE_BOT,ARTIFACT,,,,,,,,,"Chromebook 4, p.19"
ARTIFACT:BUBBLEMESH_SHELTER,ARTIFACT,,,,,,,,,"V3.0 Core, p.193"
ARTIFACT:GLOWPEN_PERSONAL_LIGHT,ARTIFACT,,,,,,,,,"Chromebook 4, p.22"
ARTIFACT:SOLARSKIN_PERSONAL_PANEL,ARTIFACT,,,,,,,,,"V3.0 Core, p.23"
ARTIFACT:FLEXNOTE_STICKY_TABLET,ARTIFACT,,,,,,,,,"V3.0 Core, p.113"
EVENT:ILLEGAL_INSTALL_0,EVENT,Illegal Install,,,,INCIDENT,,,ACTIVE,
EVENT:ORGAN_RECOVERY_1,EVENT,Organ Recovery,,,,INCIDENT,,,ACTIVE,
EVENT:CYBERWARE_THEFT_2,EVENT,Cyberware Theft,,,,INCIDENT,,,ACTIVE,
EVENT:BLACK_MARKET_SMUGGLING_3,EVENT,Black Market Smuggling,,,,INCIDENT,,,ACTIVE,
EVENT:EXPERIMENTAL_MOD_4,EVENT,Experimental Mod,,,,INCIDENT,,,ACTIVE,
EVENT:BODY_DISPOSAL_5,EVENT,Body Disposal,,,,INCIDENT,,,ACTIVE,
EVENT:RIP_JOB_6,EVENT,Rip Job,,,,INCIDENT,,,ACTIVE,
EVENT:RESCUE_RUN_7,EVENT,Rescue Run,,,,INCIDENT,,,ACTIVE,
EVENT:DEBT_COLLECTION_8,EVENT,Debt Collection,,,,INCIDENT,,,ACTIVE,
EVENT:CLONE_SABOTAGE_9,EVENT,Clone Sabotage,,,,INCIDENT,,,ACTIVE,
EVENT:TEST_SUBJECT_10,EVENT,Test Subject,,,,INCIDENT,,,ACTIVE,
EVENT:CHIP_RECOVERY_11,EVENT,Chip Recovery,,,,INCIDENT,,,ACTIVE,
EVENT:ORGANLEGGING_CREW_12,EVENT,Organlegging Crew,,,,INCIDENT,,,ACTIVE,
EVENT:SMUGGLE_PATIENT_13,EVENT,Smuggle Patient,,,,INCIDENT,,,ACTIVE,
EVENT:SET_UP_RIVAL_14,EVENT,Set Up Rival,,,,INCIDENT,,,ACTIVE,
EVENT:FALSE_CREDENTIALS_15,EVENT,False Credentials,,,,INCIDENT,,,ACTIVE,
EVENT:BOUNTY_COLLECTION_16,EVENT,Bounty Collection,,,,INCIDENT,,,ACTIVE,
EVENT:COVER_UP_MALPRACTICE_17,EVENT,Cover Up Malpractice,,,,INCIDENT,,,ACTIVE,
EVENT:CYBERWARE_RECALL_18,EVENT,Cyberware Recall,,,,INCIDENT,,,ACTIVE,
EVENT:EXPERIMENTAL_NANOTECH_19,EVENT,Experimental Nanotech,,,,INCIDENT,,,ACTIVE,
EVENT:BURN_EVIDENCE_20,EVENT,Burn Evidence,,,,INCIDENT,,,ACTIVE,
EVENT:THREATENING_NEGOTIATION_0,EVENT,Threatening Negotiation,,,,SOCIAL,,,ACTIVE,
EVENT:SEDUCTION_ATTEMPT_1,EVENT,Seduction Attempt,,,,SOCIAL,,,ACTIVE,
EVENT:CORPORATE_INTERVIEW_2,EVENT,Corporate Interview,,,,SOCIAL,,,ACTIVE,
EVENT:BRIBE_BLACKMAIL_3,EVENT,Bribe/Blackmail,,,,SOCIAL,,,ACTIVE,
EVENT:STREET_RUMOR_4,EVENT,Street Rumor,,,,SOCIAL,,,ACTIVE,
EVENT:POLICE_INTERROGATION_5,EVENT,Police Interrogation,,,,SOCIAL,,,ACTIVE,
EVENT:PUBLIC_DEBATE_6,EVENT,Public Debate,,,,SOCIAL,,,ACTIVE,
EVENT:BETRAYAL_REVEALED_7,EVENT,Betrayal Revealed,,,,SOCIAL,,,ACTIVE,
EVENT:BUSINESS_DEAL_8,EVENT,Business Deal,,,,SOCIAL,,,ACTIVE,
EVENT:GANG_RECRUITMENT_9,EVENT,Gang Recruitment,,,,SOCIAL,,,ACTIVE,
EVENT:CHARITY_APPEAL_10,EVENT,Charity/Appeal,,,,SOCIAL,,,ACTIVE,
ARTIFACT:ARASAKA_STEALTH_BOAT,ARTIFACT,Arasaka Stealth Boat,,,,,VEHICLE,,,CP2020:CorpbookI:44
ARTIFACT:ARMADILLO,ARTIFACT,Armadillo,,,,,VEHICLE,,,CP2020:Chromebook3-4:12
ARTIFACT:ARTIFACT,ARTIFACT,ARTIFACT,,,,,VEHICLE,,,Armored pickup popular with corporates and nomads; used for camping and mobile stations
ARTIFACT:BARRACUDA_CLASS_SPEEDBOAT,ARTIFACT,Barracuda Class Speedboat,,,,,VEHICLE,,,CP2020:Chromebook2:54
ARTIFACT:BENSEN_VIOLATOR,ARTIFACT,Bensen Violator,,,,,VEHICLE,,,CP2020:Chromebook3-4:25
ARTIFACT:BLACKHAWK_UAV,ARTIFACT,Blackhawk UAV,,,,,VEHICLE,,,CP2020:Chromebook3-4:80
ARTIFACT:BMW_2020,ARTIFACT,BMW 2020,,,,,VEHICLE,,,CP2020:ProtectServe:12
ARTIFACT:BMW_2020_URBAN_PATROL_VEHICLE,ARTIFACT,BMW 2020 Urban Patrol Vehicle,,,,,VEHICLE,,,CP2020:MaxMetal:29
ARTIFACT:BMW_600,ARTIFACT,BMW 600,,,,,VEHICLE,,,CP2020:ProtectServe:11
ARTIFACT:BMW_9_SERIES_PERFORMANCE_INTERCEPTOR,ARTIFACT,BMW 9-Series Performance Interceptor,,,,,VEHICLE,,,2025-05-26T21:00:01Z
ARTIFACT:CERBERUS_HOVERBIKE,ARTIFACT,Cerberus Hoverbike,,,,,VEHICLE,,,CP2020:Chromebook3-4:27
ARTIFACT:DRAGOON_CLASS_AIRSHIP,ARTIFACT,Dragoon-Class Airship,,,,,VEHICLE,,,CP2020:MaxMetal:44
ARTIFACT:FALCON_COURIER_HELICOPTER,ARTIFACT,Falcon Courier Helicopter,,,,,VEHICLE,,,CP2020:Chromebook2:61
ARTIFACT:GMI_WOLVERINE,ARTIFACT,GMI Wolverine,,,,,VEHICLE,,,CP2020:MaxMetal:28
ARTIFACT:GOLIATH_TANK,ARTIFACT,Goliath Tank,,,,,VEHICLE,,,CP2020:MaxMetal:47
ARTIFACT:HELLHOUND_TACTICAL_MOTORCYCLE,ARTIFACT,Hellhound Tactical Motorcycle,,,,,VEHICLE,,,CP2020:MaxMetal:71
ARTIFACT:ION_THUNDER_TRANSPORTER,ARTIFACT,Ion Thunder Transporter,,,,,VEHICLE,,,CP2020:Chromebook3-4:55
ARTIFACT:LAZARUS_APC,ARTIFACT,Lazarus APC,,,,,VEHICLE,,,CP2020:MaxMetal:32
ARTIFACT:MAD_MAX_STYLE_ROADSTER,ARTIFACT,Mad Max Style Roadster,,,,,VEHICLE,,,CP2020:Chromebook1:22
ARTIFACT:MICROBIKE,ARTIFACT,Microbike,,,,,VEHICLE,,,CP2020:Chromebook3-4:14
ARTIFACT:MICRO_TRANSPORTER,ARTIFACT,Micro-Transporter,,,,,VEHICLE,,,CP2020:Chromebook2:45
ARTIFACT:MIDNIGHT_RACER,ARTIFACT,Midnight Racer,,,,,VEHICLE,,,CP2020:Chromebook2:38
ARTIFACT:MILITECH_AV_4_AERODYNE,ARTIFACT,Militech AV-4 Aerodyne,,,,,VEHICLE,,,CP2020:MaxMetal:35
ARTIFACT:MILITECH_AV_9_AERODYNE,ARTIFACT,Militech AV-9 Aerodyne,,,,,VEHICLE,,,CP2020:MaxMetal:36
ARTIFACT:NEMESIS_PHASEWALKER,ARTIFACT,Nemesis Phasewalker,,,,,VEHICLE,,,CP2020:MaxMetal:95
ARTIFACT:NOMAD_ROAD_WAGON,ARTIFACT,Nomad Road Wagon,,,,,VEHICLE,,,CP2020:Corebook:110
ARTIFACT:OMEGA_VTOL_GUNSHIP,ARTIFACT,Omega VTOL Gunship,,,,,VEHICLE,,,CP2020:MaxMetal:37
ARTIFACT:PANEUROPE_VBL_APC,ARTIFACT,PanEurope VBL APC,,,,,VEHICLE,,,CP2020:Chromebook3-4:45
ARTIFACT:PETROCHEM_HOVERTRUCK,ARTIFACT,Petrochem Hovertruck,,,,,VEHICLE,,,CP2020:CorpbookIII:38
ARTIFACT:PHANTOM_STEALTH_VTOL,ARTIFACT,Phantom Stealth VTOL,,,,,VEHICLE,,,CP2020:Chromebook3-4:77
ARTIFACT:RAZORBACK_4X4,ARTIFACT,Razorback 4x4,,,,,VEHICLE,,,CP2020:Chromebook3-4:22
ARTIFACT:SCARAB_AMPHIBIOUS_APC,ARTIFACT,Scarab Amphibious APC,,,,,VEHICLE,,,CP2020:MaxMetal:34
ARTIFACT:SEAWOLF_SUBMARINE,ARTIFACT,Seawolf Submarine,,,,,VEHICLE,,,CP2020:MaxMetal:39
ARTIFACT:SHADOWCAT_ATTACK_HELICOPTER,ARTIFACT,ShadowCat Attack Helicopter,,,,,VEHICLE,,,CP2020:Chromebook3-4:62
ARTIFACT:SOVOIL_HEAVY_TRANSPORT,ARTIFACT,SovOil Heavy Transport,,,,,VEHICLE,,,CP2020:CorpbookIII:52
ARTIFACT:STARLINE_EXPRESSLINER,ARTIFACT,Starline Expressliner,,,,,VEHICLE,,,CP2020:Corebook:112
ARTIFACT:STARMAX_INTERCEPTOR,ARTIFACT,Starmax Interceptor,,,,,VEHICLE,,,CP2020:Chromebook2:34
ARTIFACT:STEALTH_RECON_UAV,ARTIFACT,Stealth Recon UAV,,,,,VEHICLE,,,CP2020:Chromebook3-4:79
ARTIFACT:TETRACORP_DR2100_MULTI_FUEL_LONGNOSE,ARTIFACT,Tetracorp DR2100 Multi-Fuel Longnose,,,,,VEHICLE,,,CP2020:Chromebook3-4:50
ARTIFACT:URBAN_RUNNER,ARTIFACT,Urban Runner,,,,,VEHICLE,,,CP2020:Chromebook3-4:15
ARTIFACT:VIPER_SPEEDBOAT,ARTIFACT,Viper Speedboat,,,,,VEHICLE,,,CP2020:Chromebook3-4:48
ARTIFACT:VULTURE,ARTIFACT,Vulture,,,,,VEHICLE,,,CP2020:Chromebook3-4:13
ARTIFACT:WRAITH_RECON_DRONE,ARTIFACT,Wraith Recon Drone,,,,,VEHICLE,,,CP2020:Chromebook3-4:82
ARTIFACT:ARASAKA_SECURITY_ARMOR_VEST,ARTIFACT,Arasaka Security Armor Vest,,,,,ARMOR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:MILITECH_RONIN_SUBMACHINE_GUN,ARTIFACT,Militech Ronin Submachine Gun,,,,,WEAPON,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SOVOIL_SECURITY_PATROL_AV4,ARTIFACT,Sovoil Security Patrol AV-4,,,,,VEHICLE,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:BIOTECHNICA_NEUROSCREEN_BADGE,ARTIFACT,Biotechnica NeuroScreen Badge,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:ARASAKA_SMARTOPTICS_SUITE,ARTIFACT,Arasaka SmartOptics Suite,,,,,CYBERWARE,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:MILITECH_BLACKJACK_STUN_BATON,ARTIFACT,Militech “Blackjack” Stun Baton,,,,,WEAPON,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:IEC_RIOT_SUPPRESSION_SUIT,ARTIFACT,IEC Riot Suppression Suit,,,,,ARMOR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:PETROCHEM_SECURITY_DRONE_MK2,ARTIFACT,Petrochem Security Drone Mk.2,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:TRAUMA_TEAM_MEDSCANNER_PRO,ARTIFACT,Trauma Team MedScanner Pro,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:ARASAKA_EXECUTIVE_BODYGUARD_CYBERARM,ARTIFACT,Arasaka Executive Bodyguard Cyberarm,,,,,CYBERWARE,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ENTITY:AKIKO_NINE_LIVES_WATANABE_BROKER,ENTITY,Akiko “Nine Lives” Watanabe,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:BART_DOLAN_BROKER,ENTITY,Bart Dolan,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:SORA_CHEN_BROKER,ENTITY,Sora Chen,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:EZRA_MEHRA_BROKER,ENTITY,Ezra Mehra,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:DAVID_XIANG_BROKER,ENTITY,David Xiang,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:NATALYA_VOLKOV_BROKER,ENTITY,Natalya Volkov,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:TRISH_SWITCH_DRUMMOND_BROKER,ENTITY,Trish “Switch” Drummond,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:BAO_NGUYEN_BROKER,ENTITY,Bao Nguyen,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:JOAQUIN_REYES_BROKER,ENTITY,Joaquin Reyes,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ENTITY:OPHELIA_GRANT_BROKER,ENTITY,Ophelia Grant,PERSON,HUMAN,,,,,ACTIVE,DERIVED:[CORPO_BROKERS_TABLE]
ORGANIZATION:ALDECALDOS,ORGANIZATION,Aldecaldos,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:JODES,ORGANIZATION,Jodes,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:SNAKE_NATION,ORGANIZATION,Snake Nation,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:RAFFEN_SHIV,ORGANIZATION,Raffen Shiv,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:META_GIANTS,ORGANIZATION,Meta Giants,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:ZONERS,ORGANIZATION,Zoners,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:LOS_MALCRIADOS,ORGANIZATION,Los Malcriados,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:BLAZING_COYOTE,ORGANIZATION,Blazing Coyote,,,,,,FAMILY,ACTIVE,manual_paste
ORGANIZATION:ROAD_KINGS,ORGANIZATION,Road Kings,,,,,,FAMILY,ACTIVE,manual_paste
EVENT:ASSASSINATION_0,EVENT,Assassination,,,,SOLO_JOB,,,ACTIVE,
EVENT:PROTECTION_DETAIL_1,EVENT,Protection Detail,,,,SOLO_JOB,,,ACTIVE,
EVENT:EXTRACTION_2,EVENT,Extraction,,,,SOLO_JOB,,,ACTIVE,
EVENT:AMBUSH_SETUP_3,EVENT,Ambush Setup,,,,SOLO_JOB,,,ACTIVE,
EVENT:BLACK_OPS_4,EVENT,Black Ops,,,,SOLO_JOB,,,ACTIVE,
EVENT:DRIVE-BY_SHOOTING_0,EVENT,Drive-by Shooting,,,,STREET_EVENT,,,ACTIVE,
EVENT:SMASH-AND-GRAB_1,EVENT,Smash-and-Grab,,,,STREET_EVENT,,,ACTIVE,
EVENT:STREET_PREACHER_RANT_2,EVENT,Street Preacher Rant,,,,STREET_EVENT,,,ACTIVE,
EVENT:RIPPERDOC_VAN_3,EVENT,Ripperdoc Van,,,,STREET_EVENT,,,ACTIVE,
EVENT:PSYCHO_SQUAD_RAID_4,EVENT,Psycho Squad Raid,,,,STREET_EVENT,,,ACTIVE,
ARTIFACT:EMP_GRENADE,ARTIFACT,EMP Grenade,,,,,WEAPON,,ACTIVE,Blackhand’s Street Weapons p.37
ARTIFACT:EMP_MINE,ARTIFACT,EMP Mine,,,,,WEAPON,,ACTIVE,Maximum Metal p.29
ARTIFACT:EMP_RIFLE,ARTIFACT,EMP Rifle,,,,,WEAPON,,ACTIVE,Maximum Metal p.40
ARTIFACT:POCKET_JAMMER,ARTIFACT,Pocket Jammer,,,,,GEAR,,ACTIVE,Chromebook 2 p.64
ARTIFACT:ARASAKA_COUNTEREMP_CASE,ARTIFACT,Arasaka Counter-EMP Case,,,,,GEAR,,ACTIVE,Corporate Report 2020 Vol 1 p.52
ARTIFACT:EMP_CHARGE,ARTIFACT,EMP Charge,,,,,GEAR,,ACTIVE,Blackhand’s Street Weapons p.38
MEDIA_RESOURCE:15926C5D-3CE0-4359-87B7-65BF267FC7C1,MEDIA_RESOURCE,Armor Table Note,,,,,,,ACTIVE,DERIVED:[ARMOR_TABLE]
EVENT:NOMAD_JOB_524B6720,EVENT,Convoy Escort – Aldecaldos,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_41E532EF,EVENT,Smuggling Run – Jodes,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_71FAB74E,EVENT,Sabotage Run – Steel Vaqueros,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_FDCE9F50,EVENT,Salvage Job – MetaCorp Nomads,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_39BFBC12,EVENT,Family Feud – Aldecaldos,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_D991789C,EVENT,Environmental Rescue – Jodes,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_56E661B9,EVENT,Trade Negotiation – MetaCorp Nomads,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_6F19B92B,EVENT,Convoy Raid – Steel Vaqueros,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_9B95FD1C,EVENT,Border Jump – Aldecaldos/Smuggler,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_7117BE5F,EVENT,Retribution – Runaways,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_4148D982,EVENT,Lost Family Member – Aldecaldos,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_48DFF2FA,EVENT,Convoy Race – Jodes,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_3DDEFDA2,EVENT,Supply Run – MetaCorp Nomads,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_3F4F1C87,EVENT,Defend the Line – Steel Vaqueros,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_651732F2,EVENT,Convoy Merge – Aldecaldos/Jodes,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_A14C4C7F,EVENT,Badlands Sweep – Jodes,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_201DE3A5,EVENT,Hostile Takeover – Steel Vaqueros,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_855A1A66,EVENT,Environmental Delivery – MetaCorp Nomads,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_42B30CFD,EVENT,Smuggle the VIP – Aldecaldos/Smuggler,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_92DF0F43,EVENT,Scavenge Drop – Jodes,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:NOMAD_JOB_13710C2D,EVENT,Revenge Run – Steel Vaqueros,,,,RUN,,,ACTIVE,DERIVED:[NOMAD_JOB_TABLE]
EVENT:POWER_BLACKOUT,EVENT,Power blackout,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:GANG_DRIVEBY,EVENT,Gang drive-by,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:ARASAKA_PATROL_STOPS_CAR,EVENT,Arasaka patrol stops car,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:BOZO_PRANK_BOMB,EVENT,Bozo prank bomb,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:MEDIA_AMBUSH,EVENT,Media ambush,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:RIPPERDOC_SPECIAL_DEAL,EVENT,Ripperdoc “special deal”,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:NCPD_STREET_SWEEP,EVENT,NCPD street sweep,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
EVENT:AV_CRASHFLYBY_INCIDENT,EVENT,AV crash/Fly-by incident,,,,INCIDENT,,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
